SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM9 COM10
创建时间: 2026-04-04, 22:25:33
计算机名: 黑妹
系统版本:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

378	22:23:08.337	0.00000210	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
379	22:23:10.324	0.00001550	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
380	22:23:10.826	0.00002340	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
381	22:23:10.826	0.00003340	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
382	22:23:10.826	0.00000250	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
383	22:23:10.826	0.00000660	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
384	22:23:10.826	0.00000440	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
385	22:23:10.826	0.00000240	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
386	22:23:10.826	1.99989550	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
387	22:23:10.829	2.24795390	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
388	22:23:10.888	0.00000910	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
389	22:23:10.989	0.00005970	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
390	22:23:11.090	0.00002150	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
391	22:23:11.090	0.00000320	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
392	22:23:13.078	0.00001030	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
393	22:23:13.078	0.00000050	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
394	22:23:13.078	0.00002270	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
395	22:23:13.078	0.00000150	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
396	22:23:13.078	0.00000070	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
397	22:23:13.078	2.00058870	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
398	22:23:13.079	0.00000320	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
400	22:23:13.081	2.75113360	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
401	22:23:13.137	0.00001920	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
402	22:23:13.239	0.00004180	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
403	22:23:13.340	0.00001730	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
404	22:23:13.340	0.00000200	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
405	22:23:15.329	0.00002670	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
406	22:23:15.832	0.00002540	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
407	22:23:15.832	0.00003460	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
408	22:23:15.832	0.00000430	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
409	22:23:15.832	0.00000250	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
410	22:23:15.832	1.99960300	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
411	22:23:15.832	0.00005640	ModScan32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
412	22:23:15.833	0.00001040	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
413	22:23:15.836	2.98939980	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
414	22:23:15.884	0.00001970	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
415	22:23:15.985	0.00001370	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
416	22:23:16.086	0.00001230	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
417	22:23:16.086	0.00000120	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
418	22:23:18.083	0.00002670	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
419	22:23:18.826	0.00001040	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
420	22:23:18.826	0.00003360	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
421	22:23:18.826	0.00000170	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
422	22:23:18.826	0.00000080	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
423	22:23:18.826	1.99960420	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
424	22:23:18.826	0.00000210	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
425	22:23:18.826	0.00000220	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
426	22:23:18.827	2.99986680	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
427	22:23:18.887	0.00000840	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
428	22:23:18.988	0.00005430	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
429	22:23:19.089	0.00002780	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
430	22:23:19.089	0.00000390	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
431	22:23:21.076	0.00002320	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
432	22:23:21.827	0.00001490	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
433	22:23:21.827	0.00004280	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
434	22:23:21.827	0.00000250	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
435	22:23:21.827	0.00000170	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
436	22:23:21.827	2.00018310	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
437	22:23:21.827	0.00000330	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
438	22:23:21.828	0.00000570	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
439	22:23:21.829	2.24871790	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
440	22:23:21.885	0.00005030	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
441	22:23:21.987	0.00004230	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
442	22:23:22.087	0.00000980	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
443	22:23:22.087	0.00000190	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
444	22:23:24.078	0.00001060	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
445	22:23:24.078	0.00000130	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
446	22:23:24.078	0.00002110	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
447	22:23:24.078	0.00000230	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
448	22:23:24.078	0.00000770	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
449	22:23:24.078	2.00025530	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
450	22:23:24.078	0.00000200	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
451	22:23:24.078	0.00000290	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
452	22:23:24.080	2.74706630	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
453	22:23:24.136	0.00002070	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
454	22:23:24.237	0.00003110	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
455	22:23:24.338	0.00001240	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
456	22:23:24.338	0.00000140	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
457	22:23:26.329	0.00003100	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
458	22:23:26.825	0.00043120	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
459	22:23:26.826	0.00003590	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
460	22:23:26.826	0.00000340	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
461	22:23:26.826	0.00000460	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
462	22:23:26.826	2.00031900	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
463	22:23:26.826	0.00000640	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
464	22:23:26.827	0.00000840	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
465	22:23:26.829	2.99437740	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
466	22:23:26.888	0.00001340	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
467	22:23:26.988	0.00004440	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
468	22:23:27.090	0.00001750	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
469	22:23:27.090	0.00000280	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
470	22:23:29.078	0.00001970	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
471	22:23:29.824	0.00000750	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
472	22:23:29.824	0.00002300	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
473	22:23:29.824	0.00000150	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
474	22:23:29.824	0.00000090	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
475	22:23:29.824	2.00022660	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
476	22:23:29.824	0.00000120	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
477	22:23:29.825	0.00000410	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
478	22:23:29.826	3.00048680	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
479	22:23:29.886	0.00000830	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
480	22:23:29.986	0.00029070	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
481	22:23:30.087	0.00000750	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
482	22:23:30.087	0.00000160	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
483	22:23:32.075	0.00001570	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
484	22:23:32.826	0.00002200	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
485	22:23:32.826	0.00012910	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
486	22:23:32.827	0.00001110	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
487	22:23:32.827	0.00000530	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
488	22:23:32.827	0.00000680	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
489	22:23:32.827	0.00000940	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
490	22:23:32.827	2.00019280	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
491	22:23:32.827	2.25042640	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
492	22:23:32.888	0.00002660	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
493	22:23:32.988	0.00001940	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
494	22:23:33.089	0.00003070	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
495	22:23:33.089	0.00000170	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
496	22:23:35.078	0.00002930	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
497	22:23:35.078	0.00000160	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
498	22:23:35.078	0.00003980	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
499	22:23:35.078	0.00000390	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
500	22:23:35.078	0.00000150	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
501	22:23:35.078	2.00041530	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
502	22:23:35.078	0.00000480	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
503	22:23:35.078	0.00000430	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
504	22:23:35.079	2.74599990	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
505	22:23:35.137	0.00001710	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
506	22:23:35.237	0.00003560	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
507	22:23:35.338	0.00001010	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
508	22:23:35.338	0.00000170	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
509	22:23:37.330	0.00001770	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
510	22:23:37.826	0.00000720	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
511	22:23:37.826	0.00007630	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
512	22:23:37.826	0.00004050	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
513	22:23:37.826	0.00000120	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
514	22:23:37.826	2.00054420	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
515	22:23:37.826	0.00000420	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
516	22:23:37.827	0.00000330	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
517	22:23:37.829	3.00093640	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
518	22:23:37.888	0.00002850	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
519	22:23:37.989	0.00004150	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
520	22:23:38.090	0.00003440	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
521	22:23:38.090	0.00000350	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
522	22:23:40.077	0.00002260	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
523	22:23:40.829	0.00002930	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
524	22:23:40.829	0.00007410	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
525	22:23:40.829	0.00004080	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
526	22:23:40.829	0.00000400	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
527	22:23:40.829	1.99917290	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
528	22:23:40.832	0.00000430	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
529	22:23:40.834	0.00000900	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
530	22:23:40.836	2.99140130	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
531	22:23:40.886	0.00001650	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
532	22:23:40.987	0.00001330	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
533	22:23:41.088	0.00000860	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
534	22:23:41.088	0.00000160	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
535	22:23:43.080	0.00001740	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
536	22:23:43.827	0.00002520	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
537	22:23:43.827	0.00006030	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
538	22:23:43.827	0.00000420	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
539	22:23:43.827	0.00005780	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
540	22:23:43.827	2.00017190	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
541	22:23:43.828	0.00000180	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
542	22:23:43.828	0.00000390	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
543	22:23:43.829	2.24957040	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
544	22:23:43.886	0.00002050	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
545	22:23:43.987	0.00003330	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
546	22:23:44.088	0.00002250	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
547	22:23:44.088	0.00000320	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
548	22:23:46.079	0.00000800	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
549	22:23:46.079	0.00000050	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
550	22:23:46.079	0.00001160	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
551	22:23:46.079	0.00000120	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
552	22:23:46.079	0.00000150	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
553	22:23:46.079	0.00000070	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
554	22:23:46.080	0.00000700	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
555	22:23:46.080	2.00023280	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
556	22:23:46.081	2.74561470	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
557	22:23:46.137	0.00002320	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
558	22:23:46.238	0.00002760	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
559	22:23:46.339	0.00001230	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
560	22:23:46.339	0.00000190	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
561	22:23:48.332	0.00001520	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
562	22:23:48.827	0.00002190	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
563	22:23:48.827	0.00005310	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
564	22:23:48.827	0.00000310	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
565	22:23:48.827	0.00005830	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
566	22:23:48.827	2.00010660	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
567	22:23:48.828	0.00000320	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
568	22:23:48.828	0.00000540	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
569	22:23:48.829	2.24924470	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
570	22:23:48.887	0.00001020	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
